study,cancer_type,protein,transcript,expression
TCGA,TCGA Colon Adenocarcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.466, -4.035, -6.506, -1.994, -1.33, -5.012, -5.574, -6.506, -2.548, -0.9545, -5.012, -3.816, -5.574, -6.506, -5.012, -3.626, -4.608, 0.0854, -2.053, -6.506, -3.816, -4.293, -1.994, -5.012, -4.391, -5.012, -5.823, -4.035, -3.626, -4.035, -4.608, -3.308, -3.626, -6.506, -3.626, -6.506, -6.506, -3.626, -2.727, -1.639, -3.626, -3.171, -5.012, -4.608, -3.171, -1.431, -6.506, -3.458, 1.428, -3.171, -0.3752, -5.012, -2.466, -2.114, -4.608, -5.574, -2.245, -6.506, -4.293, -2.178, -4.035, -5.574, -4.608, 0.0158, -2.178, -5.012, -6.506, -5.574, -1.431], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.315, ""q1"": -4.608, ""q3"": -0.6028, ""whislo"": -9.966, ""whishi"": 5.175, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.458, -4.293, -3.171, -2.315, -2.466, -3.047, -3.047, -3.171, -3.458, -2.932, -2.727, -3.626], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Colon Adenocarcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": 2.036, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": 5.036, ""q1"": 4.051, ""q3"": 6.2165, ""whislo"": 0.8726, ""whishi"": 8.106, ""fliers"": [-9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": 3.985, ""q1"": 2.846, ""q3"": 5.632, ""whislo"": 0.1903, ""whishi"": 6.679, ""fliers"": [-3.626, -9.966], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": 3.814, ""q1"": 1.7254999999999998, ""q3"": 4.6, ""whislo"": -1.781, ""whishi"": 6.214, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -0.3201, ""q1"": -1.9954999999999998, ""q3"": 2.1605, ""whislo"": -5.012, ""whishi"": 4.766, ""fliers"": [-9.966, -9.966], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": 7.259, ""q1"": 6.364, ""q3"": 7.922499999999999, ""whislo"": 4.45, ""whishi"": 9.937, ""fliers"": [1.164], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -1.884, ""q1"": -3.542, ""q3"": -0.5873999999999999, ""whislo"": -4.035, ""whishi"": 1.245, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Diffuse Large B-Cell Lymphoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": 2.656, ""q1"": -0.52165, ""q3"": 4.209, ""whislo"": -0.9406, ""whishi"": 5.511, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.5, ""whislo"": -9.966, ""whishi"": 1.546, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -0.9971, ""whislo"": -9.966, ""whishi"": 5.927, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.388, -2.826, -0.2159, -5.012, -1.639, -0.3566, -1.318, 0.5666, -2.635, -2.635, -0.3022, -1.056, -4.608, 0.7999, -0.6193, -2.114, -3.047, -1.026, -1.732, -2.635, 2.712, -0.1828, 0.8246, -1.283, -2.178, -0.8863, -2.548, 1.328, -3.171, -1.355, -1.431, -1.938], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.938, -1.056, -1.685, -5.574, -2.635, -0.9971, -3.626, -5.012, -4.293, -2.053, -3.308, -4.608, -3.308, -4.608, -5.574, -2.932, 1.036, -5.574, -6.506, -3.308, -2.114, -5.012, -1.595, -6.506, -2.727, -3.458, -4.608, -1.552, -5.574, -6.506, -2.932, -3.626, -0.8599, -5.574, -0.4521, -2.826], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.727, ""q1"": -5.012, ""q3"": -0.45915000000000006, ""whislo"": -9.966, ""whishi"": 6.223, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.047, -3.308, -2.548, -4.293, -4.035, -4.293, -3.458, -4.293, -3.626, -0.9971], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Esophageal Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.056, -1.086, 2.302, -4.035, 1.465, -1.938, -3.047, 0.0158, -2.727, -2.388, -2.315, -3.626, -4.293, -2.466, -2.826, -1.056, -0.3566, -3.171, -2.315, -0.3566, -1.685, -5.012, -0.7346, -3.816, -5.574, -6.506, -2.178, -2.826, -3.308, -3.171, -2.053, -1.117, 1.434, 0.8327, -3.458], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -5.574, -5.574, -5.012, -4.608, -3.626, -5.574, -3.626, -5.573, -4.608, -3.308, -4.608, -4.608, -5.012, -5.966, -3.626, -4.608, -3.816, -5.574, -4.608, -6.506, -4.608, -5.012, -2.727, -6.506, -4.293, -3.626, -3.816, -4.608, -3.458, -4.608, -5.012, -4.608, -5.574, -3.047, -5.012, -2.932, -6.506, -2.635], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-6.506, 0.1388, -2.245, -3.047, -2.466, -3.047, -6.506, -5.012, -5.574, -4.035, -4.608, -1.938, -4.608, -3.308, -5.012], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.47], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -3.308, -5.012, -5.574, -5.573, -3.816, -3.458, -4.608, -4.608, -6.506, -4.608, -5.574, -5.012, -5.012, -3.626, -4.293, -6.506, -3.458, -5.574, -2.727, -3.816, -6.506, -6.506, -4.608, -3.171, -5.574, -3.626, -4.608, -2.635, -4.293, -5.574, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -5.574, ""q1"": -9.966, ""q3"": -4.293, ""whislo"": -9.966, ""whishi"": 0.1648, ""fliers"": [], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Glioblastoma Multiforme,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-4.608, -3.816, -5.574, -5.574, -3.308, -4.035, -2.466, -5.574, -2.178, -1.355, -4.608, -3.816, -3.308, -5.574, -2.388, -4.293], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -3.458, ""whislo"": -9.966, ""whishi"": 3.429, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.727, ""whislo"": -9.966, ""whishi"": 5.172, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.826, -1.056, -5.012, -1.639, -0.6416, -3.047, 0.9115, -1.938, -3.626, -3.047, -6.506, -0.0877, 2.568, -3.626, -1.831, -2.548, -3.816, -3.308, -4.608, -1.994, -2.932, -3.816, -0.7108, -1.639, 1.832, 0.688, -1.392, -4.293, -1.47, -4.035, -4.293, -0.1031, -0.4325, -2.053, -2.388, -2.315, 3.027, -0.1031, -1.392, -3.458, -3.458, -0.7834, -2.466, -2.635, -0.7108, -2.114, -1.431, -2.388, 1.481, -2.932, -6.506, -3.047, -1.149, -2.315, -2.826, 0.7579, -2.114, -0.4325, -2.245, -1.595, -1.938, 1.158, -1.938, 2.602, -0.7108, -2.727, -5.012, -4.608, -2.388, -2.315, -4.293, -0.6416, -2.388, -2.388, -1.552, -2.932, -0.9686, -5.012, -1.355, -4.293, -1.026, -2.826, -2.053, -2.635, -2.466, -6.506, -6.506, -1.181, -1.086, -3.458, -0.9971, -1.884, 1.145, -1.318, -1.431, -2.635, -0.9406, -0.4719, -3.458, -1.181, -2.466, -3.816, -2.727, -1.51, -2.466, -0.7834, -1.248, -2.114, -2.315, -1.781, -4.608, -2.548, -4.035, -2.635, -3.626, 1.465, -0.6873, -1.994], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.117, -5.574, -4.035, -4.035, -6.506, -4.293, -4.293, -5.574, -5.012, -3.816, -6.506, -5.574, -6.506, -1.639, -2.932, -3.047, -5.574, -1.47, -5.012, -6.506, -5.574, -0.4521, -5.012, -2.114, -0.0877, -2.114, -4.293, -3.816, -3.308, -4.293, 0.1776, -6.506, -2.548, -5.012, -4.608, -4.608, -3.171, -5.574, -5.012, -4.293, -4.035, -3.047, -3.458, -3.458, -3.458, -0.4921, -5.012, -6.506, -3.458, -6.506, -5.012, -2.245, -3.626, -6.506, -4.608, -4.035, -5.574, -5.574, -6.506, -5.012, -4.293, -6.506, -4.035, -5.574, -6.506, -3.047, -5.574, -3.308, -4.035, -4.035, -5.574, -3.458, -3.308, -1.639, -3.047, -3.626, -0.9971, -0.6643, -5.012, -5.012, -3.626, -2.114, -1.283, -5.574, -5.012, -4.035, -4.608], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -2.5915, ""q1"": -5.012, ""q3"": -0.5074, ""whislo"": -9.966, ""whishi"": 5.859, ""fliers"": [6.305], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.053, -3.626, -3.458, -1.781, -3.171, -0.4719, -3.626, -5.012, -2.053, -4.035, -3.308, -3.626, -2.548, -1.639, -3.171, -3.816, -2.932, -1.595, -2.178, -3.816], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Head & Neck Squamous Cell Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": 2.993, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Kidney Chromophobe,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -4.035, -4.035, -5.574, -4.035, -1.831, -5.574, -1.214, -4.035, -3.308, -5.012, -5.574, -5.574, -5.012, -6.506], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Chromophobe,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -5.574, ""whislo"": -9.966, ""whishi"": 0.1257, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Chromophobe,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.595, -3.816, -3.626, 0.6145, -2.727], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Chromophobe,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-5.574, -3.458, -5.574, -6.506, -3.171, -6.506, -4.608, -4.608, -6.506, -4.293, -6.506, -5.574, -6.506, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Kidney Chromophobe,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -5.012, ""q1"": -6.506, ""q3"": -3.816, ""whislo"": -9.966, ""whishi"": -0.5756, ""fliers"": [2.69], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Kidney Chromophobe,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Kidney Chromophobe,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -3.816, -2.114, -2.635, 0.346, -4.035, -4.293, -6.506, -6.506], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -4.608, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": 2.836, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -2.826, ""whislo"": -9.966, ""whishi"": 2.975, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.626, -3.626, -3.458, -2.932, -4.035, -2.245, -4.293, -0.7834, -4.293, -5.574, -2.178, -1.392, -3.308, -2.826, -1.51, 1.334, -4.035, -4.293, -1.831, -1.732, -2.878, -2.178, -2.635, -3.047, -5.012, -2.635, -2.466, -2.635, -2.932, -1.938, -3.626, -1.595, -2.635, -3.171, -4.035, -4.608, -2.114, -0.6416, -2.826, -0.6193, -3.171, -3.047, -4.608, -0.013, -4.293, 0.346, -3.816, -4.293, -3.047, -2.114, -4.608, -1.732, -2.727, -2.826, -2.548, -4.035, -3.458, -0.4719, -3.047, -0.4921, -3.047, -5.012, -1.283, -0.6643, -3.816, -4.293, -2.932, -3.047, -2.245, -2.826, -3.047, -3.308, -2.178, -2.388, -2.635, -0.9971, -2.178, -0.2845, -0.5973, -0.6193, -2.635, -2.178, -1.552, -3.816, -0.9686, -6.506, -2.932, -3.626, -4.035, -2.932, -2.245, -2.635, -2.388, -3.816, -5.012, -3.816, -3.626, -1.214, -0.7108, -1.884, -1.884, -3.171, -1.938, -4.293, 3.342, -3.047, -4.293, -1.214, -2.245, -4.035, -1.552, -3.308, -3.171, -0.0425, -2.548, -2.548, -1.639, -3.626, -0.8084, -3.308, -3.458, -2.727, -3.458, -4.293, -1.884, -4.608, -2.727, -2.548], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.117, -2.727, -5.574, -4.035, -3.816, -7.85, -6.506, -4.608, -2.727, -0.3383, -3.816, -3.816, -5.574, -3.308, -5.012, -4.608, -5.574, -3.047, -2.388, -4.293, -3.047, -6.506, -6.506, -5.012, -5.574, -3.626, -6.506, -5.012, -1.431, -3.171, -3.626, -4.035, -3.626, -5.574, -3.626, -6.506, -3.626, -3.626, -1.639, -5.012, -3.626, -3.458, -4.293, -5.574, -5.012, -3.458, -5.574, -5.574, -2.932, -3.047, -6.506, -3.626, -5.574, -3.458, -3.626, -5.574, -4.608, -2.826, -3.308, -5.574, -4.608, -3.458, -6.506, -6.506, -4.293, -3.458, -2.932, -2.548, -2.114, -3.171, -3.171, -6.506, -2.932, -4.293, -2.932, -3.171, -4.608, -4.035], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -1.938, ""q1"": -3.047, ""q3"": -0.7588, ""whislo"": -5.574, ""whishi"": 2.536, ""fliers"": [-9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -6.506, -9.966, 4.491, 3.39, -6.506, -9.966, -9.966, -9.966, -9.966, -9.966, -6.506, -9.966, -9.966, -9.966, -6.506, -6.506, -9.966, -9.966, -9.966, 5.025, -9.966], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.047, -3.816, -3.171, -4.035, -3.308, -3.171, -4.035, -2.826, -4.293, -4.035, -2.548, -3.171, -0.4325], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Kidney Clear Cell Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.035, ""whislo"": -9.966, ""whishi"": 2.422, ""fliers"": [], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 1,ENST00000345732,"{""label"": ""ENST00000345732"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -4.608, ""whislo"": -9.966, ""whishi"": 1.609, ""fliers"": [], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 1,ENST00000389939,"{""label"": ""ENST00000389939"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.181, -1.781, -2.635, -1.884, -0.6873, -0.5332, 0.2881, -4.035, -1.884, -4.035, -3.171, -5.574, -2.932, -2.826, -1.938, -3.047, -3.171, -1.117, -3.458, -3.308, -0.9132, -0.1665, -2.114, -4.608, -3.816, -5.012, 0.0158, -0.2845, -4.608, -1.355, -5.012, -0.9406, -4.293, -3.816, -1.355, -2.826, -3.171, -5.012, -2.245, -3.047, -3.626, 2.319, -3.458, -0.5756, -2.932, 3.395, -1.639, -1.51, -2.315, -6.506, -2.053, 0.1903, -1.552, -3.308, -4.608, -4.293, -4.293, -3.626, -2.635, 0.0718, -2.635, -2.114, -2.245, -3.626, -2.635, -4.608, -4.293, -4.035, -3.458, -3.458, -3.047, -4.608], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 1,ENST00000534668,"{""label"": ""ENST00000534668"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-2.635, -0.5973, -6.506, -3.047, 1.233, -4.293, -5.012, -4.293, -4.035, -0.2498, -2.727, -0.8863, -2.178, -1.884, -2.245, -2.635, -2.245, -1.781, -3.816, -4.293, -4.035, -3.308, -2.466, -1.639, -5.012, -5.574, -3.047, -4.608, -1.732, -5.012, -1.639, -3.458, -4.035, -1.149], ""color"": [0.4, 0.7607843137254902, 0.6470588235294118]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 2,ENST00000528313,"{""label"": ""ENST00000528313"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-3.308, -5.574, -5.012, -4.035, -6.506, -4.035, -3.458, -5.574, -3.816, -4.608, -5.012, -5.574, -6.506, -4.293, -2.932, -5.012, -4.035, -5.012, -5.574, -4.035, -3.816, -6.506, -4.035, -6.506, -5.012, -6.506, -5.012, -5.574, -5.574, -6.506, -6.506, -5.012, -5.012, -5.012, -4.293, -5.012, -4.608, -4.293, -5.574, -6.506, -5.012, -2.245, -5.574], ""color"": [0.9882352941176471, 0.5529411764705883, 0.3843137254901961]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 3,ENST00000532073,"{""label"": ""ENST00000532073"", ""med"": -4.035, ""q1"": -6.506, ""q3"": -2.245, ""whislo"": -9.966, ""whishi"": 3.329, ""fliers"": [4.473], ""color"": [0.5529411764705883, 0.6274509803921569, 0.796078431372549]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 4,ENST00000532491,"{""label"": ""ENST00000532491"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.595, -3.626, -3.816, -3.816, -3.308], ""color"": [0.9058823529411765, 0.5411764705882353, 0.7647058823529411]}"
TCGA,TCGA Kidney Papillary Cell Carcinoma,Isoform 5,ENST00000533306,"{""label"": ""ENST00000533306"", ""med"": -9.966, ""q1"": -9.966, ""q3"": -9.966, ""whislo"": -9.966, ""whishi"": -9.966, ""fliers"": [-1.552, -6.506, -4.035, -3.816, -2.932, -1.283, -2.826, -2.548, -2.826, -2.727, -1.994, -2.635, -1.831, -4.035, -2.178, -2.826, -1.117, -3.458, -6.506, -2.635, -5.574, 0.7916, -2.388, -3.308, -2.826, -3.458, -6.506, -3.626, -2.178, -1.781, -2.826, -4.035, -3.047, -3.458, -6.506, -1.831, -3.171, -2.178, -4.035, -3.308, -6.506, -1.51, -1.181, -1.181, -3.458, -0.1665, -2.932, -3.458, -0.5332], ""color"": [0.6509803921568628, 0.8470588235294118, 0.32941176470588235]}"
